lng,lat,name,strasse,hausnr,plz,ort,anlage,kategorie,zugaenglichkeit,beschreibung,website
8.7174251049464,47.3604928515989,Kindergarten Gschwader,Gschwaderstrasse,70,8610,Uster,Schulanlage Gschwader,Schule: Kindergarten,halb-öffentlicher Raum (eingeschränkte resp. reglementierte Zugänglichkeit),,http://www.uster.ch/de/bildung/primarschule/kindergarten/?action=showschule&schule_id=348
8.72159925918387,47.3547426875482,Schulhäuser Hasenbühl,Hasenbühlstrasse,10,8610,Uster,Schulanlage Hasenbühl,Schule: Primarschule,halb-öffentlicher Raum (eingeschränkte resp. reglementierte Zugänglichkeit),,http://www.hasenbuehl.ch/
8.71993428757733,47.3425139004981,Kindergarten Heusser-Staub,Heusser-Staub-Strasse,1,8610,Uster,,Schule: Kindergarten,nicht-öffentlicher Raum,,http://www.uster.ch/de/bildung/primarschule/kindergarten/?action=showschule&schule_id=349
8.71113737669912,47.3484264471673,Hort im Lot,Im Lot,11,8610,Uster,,Kinderbetreuung: FEB-Kita,Räumlichkeiten,,
8.71112625949335,47.3484164947382,Kindergarten Im Lot,Im Lot,11,8610,Uster,,Schule: Kindergarten,nicht-öffentlicher Raum,,http://www.uster.ch/de/bildung/primarschule/kindergarten/?action=showschule&schule_id=350
8.72327868414448,47.3501050001155,Chinderhuus im Werk,Im Werk,3,8610,Uster,,Kinderbetreuung: FEB-Kita,Räumlichkeiten,,
8.72363443058741,47.350062568151,Spielgruppe Glüehwürmli,Im Werk,8,8610,Uster,,Kinderbetreuung: Spielgruppe,Räumlichkeiten,,www.gluehwuermli.ch
8.72370592123299,47.3501978025499,Kindergarten Im Werk,Im Werk,8,8610,Uster,,Schule: Kindergarten,nicht-öffentlicher Raum,,http://www.uster.ch/de/bildung/primarschule/kindergarten/?action=showschule&schule_id=351
8.71665322821398,47.352104307068,Kinderkrippe Muulwurf,Industriestrasse,23,8610,Uster,,Kinderbetreuung: FEB-Kita,Räumlichkeiten,,
8.70834775537705,47.3489084761778,Höhere Berufsbildung Uster,Krämerackerstrasse,15,8610,Uster,Bildungszentrum Uster,Schule: Erwachsenenbildung,halb-öffentlicher Raum (eingeschränkte resp. reglementierte Zugänglichkeit),,
8.70834775537705,47.3489084761778,Kantonsschule Uster,Krämerackerstrasse,15,8610,Uster,Bildungszentrum Uster,Schule: Kantonsschule,halb-öffentlicher Raum (eingeschränkte resp. reglementierte Zugänglichkeit),,
8.70834775537705,47.3489084761778,Berufsfachschule Uster,Krämerackerstrasse,15,8610,Uster,Bildungszentrum Uster,Schule: Berufsschule,halb-öffentlicher Raum (eingeschränkte resp. reglementierte Zugänglichkeit),,
8.71076861567662,47.3595829642051,Kinderkrippe Schatzkiste,Lorenweg,1,8610,Uster,,Kinderbetreuung: FEB-Kita,Räumlichkeiten,,
8.69980197778169,47.3491913911261,Kindergarten Wanne,Peierackerweg,3,8610,Uster,,Schule: Kindergarten,nicht-öffentlicher Raum,,http://www.uster.ch/de/bildung/primarschule/kindergarten/?action=showschule&schule_id=362
8.72982303363789,47.3545631097693,Schulhaus Weidli,Rehbühlstrasse,30,8610,Uster,,Schule: Sekundarschule,halb-öffentlicher Raum (eingeschränkte resp. reglementierte Zugänglichkeit),,
8.71578056866903,47.3470773518402,kjz Uster,Schulweg,4,8610,Uster,,"Anlaufstelle: Kindheit, Jugend und Familie",Räumlichkeiten,,
8.71540274834603,47.3466487208992,Schulhaus Dorf,Schulweg,6,8610,Uster,,Schule: Primarschule,halb-öffentlicher Raum (eingeschränkte resp. reglementierte Zugänglichkeit),,http://www.uster.ch/de/bildung/primarschule/primarschulhaus/?action=showschule&schule_id=501
8.70119302748327,47.3438765145785,KiTa Seegarten,Seefeldstrasse,4a,8610,Uster,,Kinderbetreuung: FEB-Kita,Räumlichkeiten,,
8.702964283279,47.343799580623,Schulhaus Niederuster,Seestrasse,109,8610,Uster,Schulanlage Niederuster,Schule: Primarschule,halb-öffentlicher Raum (eingeschränkte resp. reglementierte Zugänglichkeit),,http://www.uster.ch/de/bildung/primarschule/primarschulhaus/?action=showschule&schule_id=507
8.702964283279,47.343799580623,Kindergarten Niederuster,Seestrasse,109,8610,Uster,Schulanlage Niederuster,Schule: Kindergarten,halb-öffentlicher Raum (eingeschränkte resp. reglementierte Zugänglichkeit),,http://www.uster.ch/de/bildung/primarschule/kindergarten/?action=showschule&schule_id=353
8.73551042561831,47.3428035005281,Kindergarten Stöcklerstrasse,Stöcklerstrasse,9,8610,Uster,,Schule: Kindergarten,nicht-öffentlicher Raum,,http://www.uster.ch/de/bildung/primarschule/kindergarten/?action=showschule&schule_id=358
8.74064151208494,47.3342591848652,Naturspielgruppe Wakiti,Sulzbacherstrasse,81,8610,Uster,,Kinderbetreuung: Spielgruppe,Räumlichkeiten,,https://spielgruppe-wakiti.ch/
8.73438210573354,47.3410095710392,Spielgruppe Ameisinäscht,Tännbergstrasse,1,8610,Uster,,Kinderbetreuung: Spielgruppe,Räumlichkeiten,,www.ameisinaescht.ch
8.71654515136091,47.350869532558,Ludothek Uster,Tannenzaunstrasse,8,8610,Uster,,Freizeitanlage: Bibliothek/Ludothek,Räumlichkeiten,,http://ludothek-uster.ch/
8.70881822779283,47.3594374927271,KiTa Zipfelchappe,Uster West,30,8610,Uster,,Kinderbetreuung: nicht-FEB-Kita,Räumlichkeiten,,
8.72836586486359,47.3511285741011,Krippe Rösligarten,Wagerenstrasse,47,8610,Uster,,Kinderbetreuung: nicht-FEB-Kita,Räumlichkeiten,,
8.69973638545373,47.3511303765683,Testangebot,Wannenstrasse,7,8610,Uster,,Kinderbetreuung: nicht-FEB-Kita,,,
8.70792257855863,47.3467251803589,Kinderkrippe und Hort Ramba Zamba,Weiherallee,3,8610,Uster,,Kinderbetreuung: FEB-Kita,Räumlichkeiten,,
8.73152401618085,47.3562216108974,Kindergarten Weidli,Wermatswilerstrasse,88,8610,Uster,Schulanlage Weidli,Schule: Kindergarten,halb-öffentlicher Raum (eingeschränkte resp. reglementierte Zugänglichkeit),,http://www.uster.ch/de/bildung/primarschule/kindergarten/?action=showschule&schule_id=363
8.70161215025759,47.3515595057314,Spielgruppe Sonnenberg,Wildsbergstrasse,22,8610,Uster,,Kinderbetreuung: Spielgruppe,Räumlichkeiten,,www.spielgruppe-sonnenberg.ch 
8.71321965453282,47.3544698792637,Spielgruppe WACkelöhrli,Winterthurerstrasse,18,8610,Uster,,Kinderbetreuung: Spielgruppe,Räumlichkeiten,,www.wac.ch
8.71586822631815,47.3397504135888,Schulhäuser Talacker,Wührestrasse,10,8610,Uster,Schulanlage Talacker,Schule: Primarschule,halb-öffentlicher Raum (eingeschränkte resp. reglementierte Zugänglichkeit),,http://www.uster.ch/de/bildung/primarschule/primarschulhaus/?action=showschule&schule_id=511
8.71586822631815,47.3397504135888,Kindergarten Talacker,Wührestrasse,10,8610,Uster,Schulanlage Talacker,Schule: Kindergarten,halb-öffentlicher Raum (eingeschränkte resp. reglementierte Zugänglichkeit),,http://www.uster.ch/de/bildung/primarschule/kindergarten/?action=showschule&schule_id=359
8.71806482081413,47.3408159263808,Waldkinder Uster,Wührestrasse,63,8610,Uster,,Kinderbetreuung: Spielgruppe,Räumlichkeiten,,www.waldkinderuster.ch
8.7167373961102,47.3468474815918,Mütter- und Väterberatung kjz Uster,Zentralstrasse,32,8610,Uster,Familienzentrum,"Anlaufstelle: Kindheit, Jugend und Familie",Räumlichkeiten,,
8.7167373961102,47.3468474815918,Elterntreffpunkt Familienzentrum,Zentralstrasse,32,8610,Uster,Familienzentrum,Freizeitanlage: Gemeinschaftszentrum,Räumlichkeiten,,
8.7167373961102,47.3468474815918,Familienzentrum Uster,Zentralstrasse,32,8610,Uster,Familienzentrum,"Anlaufstelle: Kindheit, Jugend und Familie",Räumlichkeiten,,https://familienzentrum-uster.ch/
8.7167373961102,47.3468474815918,Spielgruppe Lindos Matices,Zentralstrasse,32,8610,Uster,Familienzentrum,Kinderbetreuung: Spielgruppe,Räumlichkeiten,,www.familienzentrum-uster.ch/angebote-leistungen/spanisch-fuer-kinder-los-colores-de-mi-tierra/
8.7167373961102,47.3468474815918,Spielgruppe BiLiKiD,Zentralstrasse,32,8610,Uster,Familienzentrum,Kinderbetreuung: Spielgruppe,Räumlichkeiten,,www.bilikid.ch
8.7167373961102,47.3468474815918,Spielgruppe Traumland,Zentralstrasse,32,8610,Uster,,Kinderbetreuung: Spielgruppe,Räumlichkeiten,,www.familienzentrum-uster.ch/angebote-leistungen/spielgruppe-traumland/ 
8.71658913593792,47.3465177644361,Krippe Mary Poppins,Zentralstrasse,36,8610,Uster,,Kinderbetreuung: nicht-FEB-Kita,Räumlichkeiten,,
8.71370909493387,47.349606855483,Schulhaus Pünt,Zürichstrasse,11,8610,Uster,Schulanlage Pünt,Schule: Primarschule,halb-öffentlicher Raum (eingeschränkte resp. reglementierte Zugänglichkeit),,http://www.uster.ch/de/bildung/primarschule/primarschulhaus/?action=showschule&schule_id=510
8.71370909493387,47.349606855483,Kindergarten Pünt,Zürichstrasse,11,8610,Uster,Schulanlage Pünt,Schule: Kindergarten,halb-öffentlicher Raum (eingeschränkte resp. reglementierte Zugänglichkeit),,http://www.uster.ch/de/bildung/primarschule/kindergarten/?action=showschule&schule_id=355
8.7129958713656,47.3500656362856,frjz Freizeit- und Jugendzentrum,Zürichstrasse,30,8610,Uster,,Freizeitanlage: Gemeinschaftszentrum,Räumlichkeiten,,https://www.frjz.ch/
8.7129958713656,47.3500656362856,Spielgruppe Trückli,Zürichstrasse,30,8610,Uster,frjz Freizeit- und Jugendzentrum,Kinderbetreuung: Spielgruppe,Räumlichkeiten,,www.trueckliuster.jimdofree.com
8.70861702834076,47.3516126576205,Schulhaus Krämeracker,Zürichstrasse,31,8610,Uster,Schulanlage Krämeracker,Schule: Sekundarschule,halb-öffentlicher Raum (eingeschränkte resp. reglementierte Zugänglichkeit),,
8.70805091954102,47.352075599902,Schulhaus Krämeracker,Zürichstrasse,33,8610,Uster,Schulanlage Krämeracker,Schule: Primarschule,halb-öffentlicher Raum (eingeschränkte resp. reglementierte Zugänglichkeit),,
8.70805091954102,47.352075599902,Kindergarten Krämeracker,Zürichstrasse,33,8610,Uster,Schulanlage Krämeracker,Schule: Kindergarten,halb-öffentlicher Raum (eingeschränkte resp. reglementierte Zugänglichkeit),,
8.7156633288794,47.349239599493,KESB Uster,Zürichstrasse,7,8610,Uster,,"Anlaufstelle: Kindheit, Jugend und Familie",Räumlichkeiten,,
8.74595340458522,47.3623353119846,Schulhäuser Wermatswil,Chammerholzstrasse,2,8615,Wermatswil,Schulanlage Wermatswil,Schule: Primarschule,halb-öffentlicher Raum (eingeschränkte resp. reglementierte Zugänglichkeit),,
8.7468528849362,47.3624049662217,Kindergarten Diemand,Kleinjogg-Strasse,2,8615,Wermatswil,,Schule: Kindergarten,nicht-öffentlicher Raum,,http://www.uster.ch/de/bildung/primarschule/kindergarten/?action=showschule&schule_id=1208
8.74687616264918,47.3627835240423,Kindergarten Gujer,Kleinjogg-Strasse,6,8615,Wermatswil,,Schule: Kindergarten,nicht-öffentlicher Raum,,http://www.uster.ch/de/bildung/primarschule/kindergarten/?action=showschule&schule_id=1209
8.70440852491076,47.3499127069039,Spielplatz Hohfuren,,,,,,Freizeitanlage: Spielplatz,,Dreh-Scheibe und Schaukelsessel,
8.71116328125133,47.3506480413803,Pumptrack,,,,,Zeughausareal,Sportanlage: Trendsportanlagen,öffentlicher Raum (resp. vergleichbare Zugänglichkeit),,
8.7219574851912,47.3461045045877,Spielplatz und Spielwiese Dorfbad,,,,,,Freizeitanlage: Spielplatz,,,
8.7331664852996,47.3447475046378,Spielplatz Sulzbacherstrasse,,,,,,Freizeitanlage: Spielplatz,,,
8.69122848497319,47.342070504463,Spielplatz Seebad Niederuster,,,,,,Freizeitanlage: Spielplatz,,,
8.71556348513216,47.3466055045596,Spielplatz Schulhaus Dorf,,,,,,Freizeitanlage: Spielplatz,,,
8.71127548506961,47.3491905045371,Spielplatz Püntwiese,,,,,,Freizeitanlage: Spielplatz,,,
8.71555338007307,47.346596561627,Spielplatz Musikschule Uster/Greifensee,,,,,,Freizeitanlage: Spielplatz,öffentlicher Raum (resp. vergleichbare Zugänglichkeit),,
8.70807353436851,47.3518550706111,Spielplatz Schulhaus Krämeracker ,,,,,Schulanlage Krämeracker,Freizeitanlage: Spielplatz,halb-öffentlicher Raum (eingeschränkte resp. reglementierte Zugänglichkeit),"Auf dem Schulgelände Krämeracker befindet sich ein grosses Klettergerüst aus Holz wie auch Baumstämme zum Balancie- ren und zwei Schaukeln. Ein Teil des Spiel- platzes befindet sich in der Sonne und der andere im Schatten einiger Bäume. Man kann sich bequem auf die Baumstämme setzen, richtige Sitzbänke hat es nicht.",
8.72971196066949,47.3538954728358,Spielplatz Schulhaus Weidli,,,,,Schulanlage Weidli,Freizeitanlage: Spielplatz,halb-öffentlicher Raum (eingeschränkte resp. reglementierte Zugänglichkeit),"Das Schulhaus Weidli bietet neben zwei Schaukeln und einem kleinen Balancier- parcours noch zwei Pingpongtische, einen grossen Fuss-/Basketballplatz und eine sehr grosse Wiese zum Spielen und Entspannen. Ein paar Bäume spenden Schatten auf die Wiese und ein wenig abseits befinden sich zwei Sitzbänke.",
8.71781694024398,47.3492026901707,Spielplatz Trampoline Hochhäuser,,,,,,Freizeitanlage: Spielplatz,öffentlicher Raum (resp. vergleichbare Zugänglichkeit),Im Zentrum vom Uster hat es drei in den Boden eingebaute Trampoline. Ausserdem hat es ein kleines Wasserspiel und eine lange Sitzbank zum Ausruhen.,
8.72054848518213,47.3458285045821,Spielplatz Villa am Aabach,,,,,,Freizeitanlage: Spielplatz,öffentlicher Raum (resp. vergleichbare Zugänglichkeit),"Hinter dem Dorfbad, gleich bei der Villa am Aabach, befinden sich eine grosse Fussballwiese sowie einige Reckstangen. Es hat keine Sitzbank, dafür eine schöne Wiese mit alten Bäumen zum Picknicken und Entspannen. ",
8.71513948511429,47.3480065045555,Spielplatz Untere Farb,,,,,,Freizeitanlage: Spielplatz,öffentlicher Raum (resp. vergleichbare Zugänglichkeit),"Anschliessend zum Stadtpark, im Schatten eines schönen Magnolienbaums befindet sich eine kleine Drehbank und ein grosser Sandplatz mit Brunnen zum Spielen. Rundherum hat es eine Wiese zum Ent- spannen und einige Steine sowie eine Sitzbank zum Ausruhen.  ",
8.73316714930811,47.3447478912652,einzelne Schaukel Sulzbacherstrasse,,,,,,Freizeitanlage: Spielplatz,öffentlicher Raum (resp. vergleichbare Zugänglichkeit),-,
8.72385748523347,47.3435315046,Spielplatz Stauberberg,,,,,,Freizeitanlage: Spielplatz,öffentlicher Raum (resp. vergleichbare Zugänglichkeit),"Auf dem Stauberberg befindet sich ein grosser Spielplatz mit schöner Aussicht über Uster und auf den See. Mit einer Schaukel, Balancierbaumstämme, einer grosser Wiese und einem Spielbrunnen bietet der Spielplatz viel Abwechslung und Spass. Es hat Sitzbänke im Schatten und eine Grillstelle.",
8.74292648517996,47.3645425046472,"Spielplatz Stapfer, Wermatswil",,,,,,Freizeitanlage: Spielplatz,öffentlicher Raum (resp. vergleichbare Zugänglichkeit),An der ruhigen Ecke Chammerholz-/Leuberg- strasse findet man ein aus Holz gebautes Kletter- sowie Balanciergerüst mit einem Kiesuntergrund. Nebenan befindet sich ein kleiner Fussballplatz. Es hat keine Sitzbank in der Nähe. Ansonsten ein sehr schöner Spielplatz.,
8.71270748509162,47.3482175045448,Spielplatz Stadtpark,,,,,,Freizeitanlage: Spielplatz,öffentlicher Raum (resp. vergleichbare Zugänglichkeit),"Im schönen Stadtpark von Uster befindet sich ein kleiner Spielplatz mit Rutsche, einer Drehscheibe und einem kleinen Klettergerüst. Ein paar Bäume spenden Schatten über den Sandkasten und den Sitzbänken. Hinter dem Spielplatz befindet sich eine kleine Wiese zum Spielen und entspannen.",
8.7462064852308,47.3622745046648,Spielplatz Schulhaus Wermatswil,,,,,Schulanlage Wermatswil,Freizeitanlage: Spielplatz,halb-öffentlicher Raum (eingeschränkte resp. reglementierte Zugänglichkeit),"Mit einer Wiese, einem Kletterturm so- wie auch einem Klettergerüst und einer Rutsche bietet das Schulhaus Abwechslung beim Spielen. Bäume spenden Schatten und neben der Wiese befindet sich eine überdachte Sitzbank.",
8.69278848469545,47.3705635044231,Spielplatz Schulhaus Türmli,,,,,,Freizeitanlage: Spielplatz,halb-öffentlicher Raum (eingeschränkte resp. reglementierte Zugänglichkeit),Das alte Schulhaus Türmli bietet auf dem kleinen Areal ein Klettergerüst aus Holz und eine Wippe. Ausserdem hat es noch ein Fussballtor und als Sitzgelegenheit eine tiefe Steinmauer. ,
8.71625448519702,47.340817504572,Spielplatz Schulhaus Talacker,,,,,Schulanlage Talacker,Freizeitanlage: Spielplatz,halb-öffentlicher Raum (eingeschränkte resp. reglementierte Zugänglichkeit),"Der grosse Spielplatz vom Schulhaus Talacker bietet ein Klettergerüst, Kraken, eine Drehscheibe sowie eine Seilbahn. Auf der einen Seite befindet sich eine grosse Spielwiese und auf der anderen ein Fuss-/ Basketballplatz. Eine lustige Pneuwippe ist das Highlight dieses Spielplatzes. In der Nähe findet man überdachte Sitzbänke mit Überblick über den ganzen Spielplatz.",
8.74661148557718,47.3286425047214,Spielplatz Schulhaus Sulzbach,,,,,,Freizeitanlage: Spielplatz,halb-öffentlicher Raum (eingeschränkte resp. reglementierte Zugänglichkeit),"Im ruhigen Sulzbach befindet sich ein bescheidener Spielplatz mit einer Rutsche, einer Schaukel und einem Sandkasten. Dazu hat es noch einen Basketballkorb und einige Sitzbänke in der Sonne.  ",
8.69288408240529,47.3684088368123,Spielplatz Schulhaus Singvogel (Bühl),,,,,Schulanlage Singvogel,Freizeitanlage: Spielplatz,halb-öffentlicher Raum (eingeschränkte resp. reglementierte Zugänglichkeit),"Gegenüber vom Spielplatz Singvogel befin- det sich der wunderschöne Spielplatz Bühl. Der Spielplatz bietet eine Rutsche, einen Sandplatz und Brunnen zum Spielen, eine Schaukel und einen Tunnel. Die Bäume um den Spielplatz herum spenden Schatten über den Spielbereich und die Sitzbank. ",
8.71236848508279,47.3488035045423,Spielplatz Schulhaus Pünt,,,,,Schulanlage Pünt,Freizeitanlage: Spielplatz,halb-öffentlicher Raum (eingeschränkte resp. reglementierte Zugänglichkeit),Im Anschluss zum Stadtpark befindet sich der Spielplatz Pünt. Der Spielplatz besteht aus einem schwierigeren Klettergerüst und einer Korbschaukel in knalligem Grün. Es hat eine Sitzbank gleich beim Klettergerüst. Pingpongtische sind auch vorhanden. Dieser Spielplatz ist für Kinder ab 3 Jahren geeignet.,
8.73094348526753,47.3460525046262,Spielplatz Schulhaus Oberuster,,,,,Schulanlage Oberuster,Freizeitanlage: Spielplatz,halb-öffentlicher Raum (eingeschränkte resp. reglementierte Zugänglichkeit),Hinter dem Schulhaus Oberuster stehen ein Klettergerüst sowie ein Brunnen zum Spielen und Balancierbaumstämme. Einige Betonröhren laden zum Verstecken ein. Auch ein Platz zum Basketball- und Fuss- ballspielen ist vorhanden. Gleich neben dem Spielplatz gibt es eine grosse Wiese zum Picknicken und Spielen.,
8.70309648505902,47.3434675045114,Spielplatz Schulhaus Niederuster,,,,,Schulanlage Niederuster,Freizeitanlage: Spielplatz,halb-öffentlicher Raum (eingeschränkte resp. reglementierte Zugänglichkeit),"Auf dem Schulareal Niederuster hat es einen grossen Spielplatz mit Klettertürmen, zwei Rutschen, ein grosses Balanciergerüst und eine weite Wiese zum Spielen. Schöne, alte Bäume spenden viel Schatten über den Spielplatz und den Sitzbänken. Im Sommer lädt zudem ein grosser Brunnen zum Plantschen ein.",
8.72206048509796,47.3553285045731,Spielplatz Schulhaus Hasenbühl,,,,,Schulanlage Hasenbühl,Freizeitanlage: Spielplatz,halb-öffentlicher Raum (eingeschränkte resp. reglementierte Zugänglichkeit),Mit einem grossen Balanciergerüst so- wie verschiedenen Schaukeln und einem Fussballplatz ermöglicht der Spielplatz viel Abwechslung beim Spielen. Es hat keine Sitzbänke in der Nähe. Dafür bietet der direkt angrenzende Wald noch viel Platz zum Spielen und Austoben.,
8.71768348500471,47.3608465045454,Spielplatz Schulhaus Gschwader,,,,,Schulanlage Gschwader,Freizeitanlage: Spielplatz,halb-öffentlicher Raum (eingeschränkte resp. reglementierte Zugänglichkeit),"Auf einem grösseren Schulplatz bietet der Spielplatz Balancierbaumstämme, ein Sandkasten mit Wasser, ein Klettergerüst wie auch Reckstangen und genügend Platz, um zu rennen und zu toben. Es hat eine grössere Sitzbank in der Sonne sowie einige überdachte Sitzgelegenheiten etwas weiter entfernt.",
8.71312548496654,47.360818504526,Spielplatz Rebenweg,,,,,,Freizeitanlage: Spielplatz,öffentlicher Raum (resp. vergleichbare Zugänglichkeit),"Mit Ausblick über Uster bietet der Spielplatz am Rebenweg ein grosses Klettergerüst mit Schaukel, sowie Balancierbaumstämme, eine Wasserrinne zum Spielen und eine Spielwiese. Etwas erhöht hat es einige Picknickbänke in der Sonne wie auch im Schatten.",
8.7207274852419,47.3401155045922,Spielplatz Otto Schaufelberger-Platz,,,,,,Freizeitanlage: Spielplatz,öffentlicher Raum (resp. vergleichbare Zugänglichkeit),"Die zwei Schaukeln am Otto Schaufelberger-Platz liegen auf eienm Hügel, wodurch man eine wunderschöne Aussicht über die Stadt Uster und den Greifensee geniessen kann. Ein Baum spendet Schatten über die Schaukeln und die angrenzenden Sitzbänke. Eine kleine Oase der Entspannung für die ganze Familie. ",
8.7326591770861,47.3544660764024,Waldspielgruppe Huetlizwerg Uster,Müselweg,,8610,Uster,,Kinderbetreuung: Spielgruppe,öffentlicher Raum (resp. vergleichbare Zugänglichkeit),,http://huetlizwerg.ch/
